Mar.3.4.6.p1_scaffold0	11300000	11316275	ID=gene-LOC128233798	0
Mar.3.4.6.p1_scaffold0	11321263	11323201	ID=gene-LOC128238746	0
Mar.3.4.6.p1_scaffold0	11619521	11623072	ID=gene-LOC128222288	0
Mar.3.4.6.p1_scaffold0	14522836	14536813	ID=gene-LOC128224085	0
Mar.3.4.6.p1_scaffold0	14537986	14554538	ID=gene-LOC128224151	0
Mar.3.4.6.p1_scaffold0	21244649	21246609	ID=gene-LOC128239162	0
Mar.3.4.6.p1_scaffold0	31800345	31808141	ID=gene-LOC128238387	0
Mar.3.4.6.p1_scaffold0	31837658	31839687	ID=gene-LOC128229389	0
Mar.3.4.6.p1_scaffold0	31845602	31848688	ID=gene-LOC128232062	0
Mar.3.4.6.p1_scaffold0	31851756	31899999	ID=gene-LOC128226431	0
Mar.3.4.6.p1_scaffold0	33728058	33737326	ID=gene-LOC128226599	0
Mar.3.4.6.p1_scaffold0	33739757	33781630	ID=gene-LOC128226608	0
Mar.3.4.6.p1_scaffold0	33781637	33788267	ID=gene-LOC128229795	0
Mar.3.4.6.p1_scaffold0	35608935	35678547	ID=gene-LOC128207031	0
Mar.3.4.6.p1_scaffold0	35611519	35617748	ID=gene-LOC128207192	0
Mar.3.4.6.p1_scaffold0	35901192	35927386	ID=gene-LOC128235636	0
Mar.3.4.6.p1_scaffold0	35933124	35951507	ID=gene-LOC128226780	0
Mar.3.4.6.p1_scaffold0	35958583	35965540	ID=gene-LOC128233677	0
Mar.3.4.6.p1_scaffold0	35968554	35974270	ID=gene-LOC128233686	0
Mar.3.4.6.p1_scaffold0	35981055	35987072	ID=gene-LOC128226784	0
Mar.3.4.6.p1_scaffold0	36006101	36014290	ID=gene-LOC128226794	0
Mar.3.4.6.p1_scaffold0	36031732	36032587	ID=gene-LOC128226803	0
Mar.3.4.6.p1_scaffold0	36040010	36040993	ID=gene-LOC128226811	0
Mar.3.4.6.p1_scaffold0	36760961	36761360	ID=gene-LOC128226834	0
